Url;Title;Authors;Type.document;DOI;Year;Journal;Publisher;Conference;Language
https://hal.archives-ouvertes.fr/hal-02568984;Analysis and Improvement of an Innovative Solution Through Risk Reduction: Application to Home Care for the Elderly;Linda Acosta Salgado,Auguste Rakotondranaivo,Eric Bonjour;ART;10.25046/aj050321;2020;Advances in Science, Technology and Engineering Systems Journal;Advances in Science Technology and Engineering Systems Journal (ASTESJ);;en
https://hal.archives-ouvertes.fr/hal-02446563;Sustainable risk management strategy selection using a fuzzy multi-criteria decision approach;Abla Mimi Edjossan-Sossou,Daniel Galvez,Olivier Deck,Marwan Al Heib,Thierry Verdel,Laurent Dupont,Olivier Chery,Mauricio Camargo,Laure Morel;ART;10.1016/j.ijdrr.2020.101474;2020;International Journal of Disaster Risk Reduction;Elsevier;;en
https://hal.archives-ouvertes.fr/hal-02564895;Digitalization and SMEs’ Export Management: Impacts on Resources and Capabilities;Benjamin Dethine,Manon Enjolras,Davy Monticolo;ART;10.22215/timreview/1344;2020;Technology Innovation Management Review;Talent First Network;;en
https://hal.archives-ouvertes.fr/hal-02564902;How do Institutions Promote Digital Marketing in Small and Medium International Companies: Comparison between Costa Rica and France;Karen Victoria Herrera Carpio,Susan Arce,Manon Enjolras,Mauricio Camargo;ART;10.22215/timreview/1347;2020;Technology Innovation Management Review;Talent First Network;;en
https://hal.archives-ouvertes.fr/hal-02560198;Mechanical Properties of Direct Waste Printing of Polylactic Acid with Universal Pellets Extruder: Comparison to Fused Filament Fabrication on Open-Source Desktop Three-Dimensional Printers;Arthur Alexandre,Fabio Cruz Sanchez,Hakim Boudaoud,Mauricio Camargo,Joshua Pearce;ART;10.1089/3dp.2019.0195;2020;3D Printing and Additive Manufacturing;Mary Ann Liebert Inc.;;en
https://hal.archives-ouvertes.fr/hal-02551341;Physiological assessment of User eXprience supported by Immersive Environments: First input from a literature review;Mariela Martinez,Giovanny Arbelaez Garces,Laurent Dupont,Anaëlle Hily,Mauricio Camargo,Christel Jacob,Jérôme Dinet;COMM;;2020;;;ConVRgence (VRIC) Virtual Reality International Conference;en
https://hal.univ-lorraine.fr/hal-02565428;Development of an IMU-based ergonomics assessment tool for virtual reality;Giovanny Arbelaez Garces,Julien Michaux,Mauricio Camargo,Nicolas Ferveur;COMM;10.20870/IJVR.2020...3316;2020;;;ConVRgence (VRIC) Virtual Reality International Conference Proceedings;en
https://hal.archives-ouvertes.fr/hal-02553833;Reliability of virtual reality for user experience in spatial cognition: an exploratory approach;Anaëlle Hily,Christel Jacob,Laurent Dupont,Giovanny Arbelaez,Jérôme Dinet,Mauricio Camargo;COMM;;2020;;;ConVRgence (VRIC) Virtual Reality International Conference 2020;en
https://hal.archives-ouvertes.fr/hal-02500528;From technological demonstrator to sustainable supply chain demonstrator: a conceptual framework;Brunelle Marche,Fedoua Kasmi,Fabio Sanchez,Frédérique Mayer,Laurent Dupont;COMM;;2020;;;Spring of Innovation;en
https://hal.archives-ouvertes.fr/hal-02398793;Closed loop supply chain network for local and distributed plastic recycling for 3D printing: a MILP-based optimization approach;Pavlo Santander,Fabio Cruz Sanchez,Hakim Boudaoud,Mauricio Camargo;ART;10.1016/j.resconrec.2019.104531;2020;Resources, Conservation and Recycling;Elsevier;;en
https://hal.archives-ouvertes.fr/hal-02560166;Challenges and trends in the valuation of ecosystem services in agro-ecosystems: a systematic revision;Vadimir Melgarejo-Carreno,Sandra Cecilia Bautista Rodríguez,Mauricio Camargo;ART;;2020;Tropical and Subtropical Agroecosystems;;;en
https://hal.univ-lorraine.fr/hal-02507196;Living lab organization and practices as useful tools to stimulate innovation in forestry practices;Maxence Arnould,Laure Morel,Meriem Fournier;COMM;;2020;;;Governing and managing forests for multiple ecosystem services across the globe;en
https://hal.archives-ouvertes.fr/hal-02487442;System control of situations perceived by their simplexity: case-study and open-issues;Frédérique Mayer,Jean-Marc Dupont,David Gouyon,Eric Levrat,Jean-Pierre Hennebicq,Gérard Morel;UNDEFINED;;2020;;;;en
https://hal.archives-ouvertes.fr/hal-02878128;Les espaces Do It Yourself\, vivre ou survivre ?;Laurent Dupont,Laure Morel;OTHER;;2020;;;;fr
https://hal.univ-lorraine.fr/hal-02482689;Nouvelle dynamique des mélanges fluides continus Partie 1 : En relativité restreinte;C. Fonteix,Dimitrios Meimaroglou,M. Camargo,M. Feidt;UNDEFINED;;2020;;;;fr
https://hal.univ-lorraine.fr/hal-02482702;Nouvelle dynamique des mélanges fluides continus Part 2 : En relativité générale;C. Fonteix,Dimitrios Meimaroglou,M. Camargo,M. Feidt;UNDEFINED;;2020;;;;fr
https://hal.archives-ouvertes.fr/hal-02540404;Industrial Symbiosis and Territorial Development: The Cross-Fertilization of Proximity Dynamics and the Role of Information and Knowledge Flows;Fedoua Kasmi;ART;10.1007/s13132-020-00631-7;2020;Journal of the Knowledge Economy;Springer;;en
https://hal.archives-ouvertes.fr/hal-02878132;Collaborative spaces promoting creativity and innovation;Sophie Boutillier,Ignasi Capdevila,Laurent Dupont,Laure Morel;ART;10.3917/jie.031.0001;2020;Journal of Innovation Economics & Management;De Boeck Supérieur;;en
https://hal.archives-ouvertes.fr/hal-02446557;Espaces et nouvelles formes d’organisation du travail créatif;Sophie Boutillier,Ignasi Capdevila,Laurent Dupont,Laure Morel;ART;10.3917/inno.061.0005;2020;Innovations - Revue d’économie et de management de l'innovation;De Boeck Supérieur;;fr
https://hal.univ-lorraine.fr/hal-02877827;Dynamique des mélanges fluides continus Part 2 : bilans de quantité de mouvement\, d'énergie et d'entropie par constituant;Christian Fonteix,Michel Feidt,Mauricio Camargo;UNDEFINED;;2020;;;;fr
https://hal.univ-lorraine.fr/hal-02877862;Dynamique des mélanges fluides continus Part 3 : Nouvelle modélisation des forces d'interaction entre molécules et des non-linéarités de la diffusion;Christian Fonteix,Michel Feidt,Mauricio Camargo;UNDEFINED;;2020;;;;fr
https://hal.univ-lorraine.fr/hal-02877748;Dynamique des mélanges fluides continus Part 1 : Applications d’une nouvelle formulation du deuxième principe de la thermodynamique;C. Fonteix,M. Feidt,M. Camargo;UNDEFINED;;2020;;;;fr
https://hal.archives-ouvertes.fr/hal-02453808;Shaping a Public Innovation Laboratory in Bogota: Learning through Time\, Space and Stakeholders;Ferney Osorio,Laurent Dupont,Mauricio Camargo,Carlos Sandoval,José Ismael Peña;ART;10.3917/jie.pr1.0066;2020;Journal of Innovation Economics & Management;De Boeck Supérieur;;en
https://hal.archives-ouvertes.fr/hal-02845177;Towards an improved acceptability assessment model of innovative solutions in the design phase;Linda Acosta Salgado,Auguste Rakotondranaivo,Eric Bonjour;ART;10.1504/IJBIS.2020.10029802;2020;International Journal of Business Information Systems;Inderscience;;en
https://hal.archives-ouvertes.fr/hal-02427540;Safety demonstration of autonomous vehicles: a review and future research questions;Tchoya Florence Kone,Eric Bonjour,Eric Levrat,Frédérique Mayer,Stéphane Géronimi;COMM;10.1007/978-3-030-34843-4_15;2019;;;10th Complex Systems Design & Management, CSD&M 2019;en
https://hal.univ-lorraine.fr/tel-02518459;L’approche Urban Living Lab pour insuffler l’innovation en urbanisme ? Contribution à la conception d’une ingénierie de pilotage de l’innovation urbaine : application à l’Opération d’Intérêt National d’Alzette Belval,Inspire innovation into urban planning with Urban Living Lab approach? Contribution to the design of an urban innovation management engineering : application to the Opération d’Intérêt National d’Alzette Belval;Jonathan Lacroix;THESE;;2019;;;;fr
https://hal.archives-ouvertes.fr/hal-02984936;Challenges for autonomous vehicles (AVs) engineering: Safety validation of functional performance limitations;Tchoya Florence Koné,Eric Bonjour,Eric Levrat,Frédérique Mayer,Stéphane Géronimi;ART;10.1002/inst.12270;2019;INSIGHT - International Council on Systems Engineering (INCOSE);Wiley;;en
