"Url";"Title";"Authors";"Type.document";"DOI";"Year";"Journal";"Publisher";"Conference";"Scopus";"Quartile-Scimago-Engineering";"H.Factor";"Categories"
"https://hal.univ-lorraine.fr/hal-03472038";"La recherche en communication persuasive des organisations";"Sébastien Genvo,Laurent Dupont,Fédoua Kasmi,Benoît Grasser,Gordy Pleyers,Benoît Lung";"COMM";NA;"2021";NA;NA;"Table ronde dans le cadre de l'École thématique d’excellence – Faire de la recherche en communication persuasive";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03478044";"Assessment Methods to ICT Platform Used in Educational Guidance: Application to an Immersive World,Méthodes d'évaluation de plateforme numérique utilisée dans l'orientation scolaire : application à un monde immersif";"Marie Gribouval,Davy Monticolo,Cecilia Zanni-Merk,Dimitri Sydor-Vienne";"COMM";NA;"2021";NA;NA;"Ireland International Conference on Education";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03365471";"Promoting Physical Activity for Elderly People: Towards a Hybrid Coaching?";"Jérôme Dinet,Rui Nouchi,Kohei Sakaki,Laurent Dupont,Laure Coudrat,François Charpillet";"COMM";NA;"2021";NA;NA;"ERGO'IA 2021";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-03372649";"Co-construction et évaluation en amont de l’acceptabilité des projets. Application à la fusion des établissements de santé";"Nathalie Rouyer,Auguste Rakotondranaivo,Julien Husson";"COMM";NA;"2021";NA;NA;"6th International Conference on PROject & LOGistics - PROLOG";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-03423250";"INNOVATION MANAGEMENT: A NEW SERIOUS GAME ALIGNED WITH ISO 56002:2019 - INNOVATION MANAGEMENT SYSTEM";"Laure Morel,Johan Claire";"COMM";"10.35199/EPDE.2021.93";"2021";NA;NA;"23rd International Conference on Engineering and Product Design Education";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-03452552";"Importance of\, and how to increase\, the relevancy and impact of a terminology standard: Case of ISO 56000 innovation Management -Fundamentals and Vocabulary:2020,L'importance et la manière d'accroître la pertinence et l'impact d'une norme terminologique : Cas de la norme ISO 56000 Management de l'innovation - Fondements et vocabulaire:2020";"Alice de Bigault de Casanove,Fred Gault,Magnus Hakvåg";"COMM";NA;"2021";NA;NA;"25th EURAS Annual Standardisation Conference – Standardisation and Innovation – 11th International Conference on Standardisation and Innovation in Information Technology (SIIT) – The Past, Present and FUTURE of ICT Standardisation –";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03325870";"The new forest commons: Commons re-development and their transformative potential from a territorial perspective";"Jonathan Lenglet,Juliana Serna Rodas,Maxence Arnould,Michael Ricchetti,Sylvie Lardon";"COMM";NA;"2021";NA;NA;"ERSA 60th Congress";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03285670";"Making the strategic intent of innovation labs operational: A process perspective on the case of the Lorraine Fab Living Lab";"Ferney Osorio,Laurent Dupont,Mauricio Camargo,José Ismael Peña";"COMM";NA;"2021";NA;NA;"R&D Management Conference 2021";"Non";NA;NA;NA
"https://hal.inria.fr/hal-03546770";"Decision Support System for Online Recruitment";"Halima Ramdani,Davy Monticolo,Armelle Brun,Eric Bonjour";"COMM";NA;"2021";NA;NA;"ICIKS 2021 - Information and Knowledge Systems. Digital Technologies, Artificial intelligence and Decision Making";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03425853";"Investigating the Impact of Visual Representations during Ideation: Towards Immersive eXperience Design";"Marc Pallot,Laurent Dupont,Sylvain Fleury,Gina Araque-Tellez,Simon Richir";"COMM";"10.1109/ICE/ITMC52061.2021.9570244";"2021";NA;NA;"2021 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03590433";"Toward a systemic decision-making tool of territorial resilience based on multicriteria methodologies: The case of the DHDA Project";"Manon Enjolras,Fédoua Kasmi,Laure Morel,Laurent Dupont";"COMM";"10.1109/ICE/ITMC52061.2021.9570118";"2021";NA;NA;"2021 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03419773";"Explorative Implementation of Open-Source Peer-to-Peer Energy Trading Approaches";"Alex Gabriel,Rima Oulhaj,Laurent Dupont";"COMM";"10.1109/ICE/ITMC52061.2021.9570218";"2021";NA;NA;"27th ICE/IEEE International Technology Management Conference";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03608145";"Towards a Framework for the Classification of Digital Twins and their Applications";"Guillaume Pronost,Frederique Mayer,Brunelle Marche,Mauricio Camargo,Laurent Dupont";"COMM";"10.1109/ICE/ITMC52061.2021.9570114";"2021";NA;NA;"2021 IEEE International Conference on Engineering, Technology and Innovation (ICE/ITMC)";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03628240";"Comment l'université peut-elle soutenir les stratégies d'économie circulaire ?";"Aina Andriamantena,Sonia Veyssière,Fedoua Kasmi";"COMM";NA;"2021";NA;NA;"Forum Innovation";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03288224";"Continuous Improvement process model: A Knowledge Management approach";"Diana Cardenas-Cristancho,Davy Monticolo,Laurent Muller,Pascal Lhoste";"COMM";NA;"2021";NA;NA;"CIGI-QUALITA2021 - Conférence Internationale de Génie Industriel - QUALITA";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03625848";"Innovation and digitalization in SME’s: A research agenda";"Hanen Kooli-Chaabane,Mauricio Camargo,Vincent Boly";"COMM";NA;"2021";NA;NA;"28th Annual Conference of the International Association for Management of Technology IAMOT 2019";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-03186697";"Digital Collaborations for the Common Good: Key Learnings from Four Community Projects";"Alejandro Salas,Giovanny Arbelaez Garces,Ferney Osorio,Laurent Dupont";"COMM";NA;"2021";NA;NA;"Swiss Design Network Symposium 2021. Design as Common Good Framing Design through Pluralism and Social Values";"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-03506100";"Do-It-Together”: Towards the Factories of the Future";"Laurent Dupont,Fedoua Kasmi,Joshua M. Pearce,Roland Ortt";"COUV";NA;"2021";NA;NA;NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03425896";"Governance\, decision-making\, and strategy for urban development";"Didier Grimaldi,Eula Bianca Villar,Laurent Dupont,Jose Sallan,Carlos Carrasco-Farré";"COUV";NA;"2021";NA;NA;NA;"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-03372652";"Lean Healthcare : applications et retour d’expériences des établissements hospitaliers en Lorraine";"Auguste Rakotondranaivo";"COUV";NA;"2021";NA;NA;NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03140931";"Progressive University Technology Transfer of Innovation Capabilities to SMEs: An Active and Modular Educational Partnership";"Mauricio Camargo,Laure Morel,Pascal Lhoste";"COUV";"10.1007/978-3-030-61477-5_11";"2021";NA;NA;NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03628225";"Milieu – Innovative Milieu: The Strength of Proximity Ties";"Fedoua Kasmi";"COUV";NA;"2021";NA;NA;NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03318051";"A Prospective Approach in the Design of Lignin-Based Products Supply Chains";"Brunelle Marche,Javier Arrieta-Escobar,Vincent Boly,Juan Solarte-Toro,Carlos Cardona Alzate";"COUV";"10.1016/B978-0-323-88506-5.50266-7";"2021";NA;NA;NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03318067";"Effect of the lignin extraction process on the economics of a woody-based biorefinery";"Juan Camilo Solarte-Toro,Javier Arrieta-Escobar,Brunelle Marche,Carlos Cardona Alzate";"COUV";"10.1016/B978-0-323-88506-5.50290-4";"2021";NA;NA;NA;"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-03186866";"Analyse et évaluation du développement territorial durable";"Fedoua Kasmi";"OTHER";"10.3917/maorg.040.0187";"2021";"marché et organisations";"L'Harmattan";NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03628217";"Innovation Economics\, Engineering and Management Handbook 1 (Main Themes)";"Dimitri Uzunidis,Fedoua Kasmi,Laurent Adatto";"OUV";NA;"2021";NA;NA;NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03628219";"Innovation Economics\, Engineering and Management Handbook 2 (Special Themes)";"Dimitri Uzunidis,Fedoua Kasmi,Laurent Adatto";"OUV";NA;"2021";NA;NA;NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03538191";"Management par la valeur et Lean 6 sigma : une synergie pour plus de valeur dans les organisations de santé";"Julien Husson,Jean-Pierre Grandhaye";"OUV";NA;"2021";NA;NA;NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03431919";"Rapport scientifique du Projet « Inn-Cognitif - Innovation\, Cognition\, Immersion : Apports de la prise en compte de la dimension cognitive dans les expériences d’usage en situation virtuelle ou réelle » porté par Dr. DUPONT Laurent pôle EMPP - (labo ERPI) et pôle secondaire CLCS (labo 2LPN) dans le cadre du dispositif Appel à projets de l'UL - Interdisciplinarité 2019,Scientific report of the project ""Inn-Cognitive - Innovation\, Cognition\, Immersion: Contributions of the consideration of the cognitive dimension in the experiences of use in virtual or real situation"" lead by Dr. DUPONT Laurent pôle EMPP - (ERPI) et pôle secondaire CLCS (2LPN) (2LPN) - Université de Lorraine Call for projects: Interdisciplinarity 2019";"Laurent Dupont,Anaëlle Hily,Christel Jacob,Giovanny Arbelaez Garces,Mauricio Camargo,Jérôme Dinet";"REPORT";NA;"2021";NA;NA;NA;"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/tel-03229603";"Améliorations des modèles et méthodes d’évaluation de l’acceptabilité des solutions innovantes. Applications dans le contexte du maintien à domicile des personnes âgées,Improvement of models and methods for the evaluation of acceptability of innovative solutions. Applications in the context of home care for elderly people";"Linda Acosta Salgado";"THESE";NA;"2021";NA;NA;NA;"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/tel-03230230";"Development of the open innovation capabilities of suppliers,Développement de la capacité à open innover des fournisseurs";"Carlos Abraham Moya Sedan";"THESE";NA;"2021";NA;NA;NA;"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-02917327";"3D printing: An emerging opportunity for soil science";"Javier Arrieta-Escobar,Delphine Derrien,Stéphanie Ouvrard,Elnaz Asadollahi-Yazdi,Alaa Hassan,Vincent Boly,Anne-Julie Tinet,Marie-France Dignac";"ART";"10.1016/j.geoderma.2020.114588";"2020";"geoderma";"Elsevier";NA;"Oui";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03492206";"Partially RepRapable automated open source bag valve mask-based ventilator";"Aliaksei Petsiuk,Nagendra G. Tanikella,Samantha Dertinger,Adam Pringle,Shane Oberloier,Joshua M. Pearce";"ART";"10.1016/j.ohx.2020.e00131";"2020";"hardwarex";"Elsevier";NA;"Oui";"Q1";"12";"Industrial and Manufacturing Engineering (Q1); Instrumentation (Q1); Mechanical Engineering (Q1); Biomedical Engineering (Q2); Civil and Structural Engineering (Q2)"
"https://hal.archives-ouvertes.fr/hal-03492310";"Conversion of self-contained breathing apparatus mask to open source powered air-purifying particulate respirator for fire fighter COVID-19 response";"Benjamin R. Hubbard,Joshua M. Pearce";"ART";"10.1016/j.ohx.2020.e00129";"2020";"hardwarex";"Elsevier";NA;"Oui";"Q1";"12";"Industrial and Manufacturing Engineering (Q1); Instrumentation (Q1); Mechanical Engineering (Q1); Biomedical Engineering (Q2); Civil and Structural Engineering (Q2)"
"https://hal.archives-ouvertes.fr/hal-03492207";"Parametric nasopharyngeal swab for sampling COVID-19 and other respiratory viruses: Open source design\, SLA 3-D printing and UV curing system";"Nicole Gallup,Adam M. Pringle,Shane Oberloier,Nagendra G. Tanikella,Joshua M. Pearce";"ART";"10.1016/j.ohx.2020.e00135";"2020";"hardwarex";"Elsevier";NA;"Oui";"Q1";"12";"Industrial and Manufacturing Engineering (Q1); Instrumentation (Q1); Mechanical Engineering (Q1); Biomedical Engineering (Q2); Civil and Structural Engineering (Q2)"
"https://hal.archives-ouvertes.fr/hal-03491391";"Open source high-temperature RepRap for 3-D printing heat-sterilizable PPE and other applications";"Noah G. Skrzypczak,Nagendra G. Tanikella,Joshua M. Pearce";"ART";"10.1016/j.ohx.2020.e00130";"2020";"hardwarex";"Elsevier";NA;"Oui";"Q1";"12";"Industrial and Manufacturing Engineering (Q1); Instrumentation (Q1); Mechanical Engineering (Q1); Biomedical Engineering (Q2); Civil and Structural Engineering (Q2)"
"https://hal.univ-lorraine.fr/hal-03000609";"Evaluating Innovation and Export Capabilities of SMEs: Toward a Multi-Criteria Decision-Making Methodology";"Manon Enjolras,Mauricio Camargo,Christophe Schmitt";"ART";"10.4067/S0718-27242020000300017";"2020";"journal of technology management and innovation";"Universidad Alberto Hurtado";NA;"Oui";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02940313";"An Approach Based on Bayesian Network for Improving Project Management Maturity: An Application to Reduce Cost Overrun Risks in Engineering Projects";"Felipe Sanchez,Eric Bonjour,Jean-Pierre Micaelli,Davy Monticolo";"ART";"10.1016/j.compind.2020.103227";"2020";"computers in industry";"Elsevier";NA;"Oui";"Q1";"100";"Computer Science (miscellaneous) (Q1); Engineering (miscellaneous) (Q1)"
"https://hal.archives-ouvertes.fr/hal-02560191";"Plastic recycling in additive manufacturing: a systematic literature review and opportunities for the circular economy";"Fabio Cruz Sanchez,Hakim Boudaoud,Mauricio Camargo,Joshua Pearce";"ART";"10.1016/j.jclepro.2020.121602";"2020";"journal of cleaner production";"Elsevier";NA;"Oui";"Q1";"200";"Environmental Science (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1); Renewable Energy, Sustainability and the Environment (Q1); Strategy and Management (Q1)"
"https://hal.archives-ouvertes.fr/hal-02568984";"Analysis and Improvement of an Innovative Solution Through Risk Reduction: Application to Home Care for the Elderly";"Linda Acosta Salgado,Auguste Rakotondranaivo,Eric Bonjour";"ART";"10.25046/aj050321";"2020";"advances in science, technology and engineering systems journal";"Advances in Science Technology and Engineering Systems Journal (ASTESJ)";NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02564895";"Digitalization and SMEs’ Export Management: Impacts on Resources and Capabilities";"Benjamin Dethine,Manon Enjolras,Davy Monticolo";"ART";"10.22215/timreview/1344";"2020";"technology innovation management review";"Talent First Network";NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02564902";"How do Institutions Promote Digital Marketing in Small and Medium International Companies: Comparison between Costa Rica and France";"Karen Victoria Herrera Carpio,Susan Arce,Manon Enjolras,Mauricio Camargo";"ART";"10.22215/timreview/1347";"2020";"technology innovation management review";"Talent First Network";NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02560198";"Mechanical Properties of Direct Waste Printing of Polylactic Acid with Universal Pellets Extruder: Comparison to Fused Filament Fabrication on Open-Source Desktop Three-Dimensional Printers";"Arthur Alexandre,Fabio Cruz Sanchez,Hakim Boudaoud,Mauricio Camargo,Joshua Pearce";"ART";"10.1089/3dp.2019.0195";"2020";"3d printing and additive manufacturing";"Mary Ann Liebert Inc.";NA;"Oui";"Q1";"26";"Industrial and Manufacturing Engineering (Q1); Materials Science (miscellaneous) (Q1)"
"https://hal.archives-ouvertes.fr/hal-02560166";"Challenges and trends in the valuation of ecosystem services in agro-ecosystems: a systematic revision";"Vadimir Melgarejo-Carreno,Sandra Cecilia Bautista Rodríguez,Mauricio Camargo";"ART";NA;"2020";"tropical and subtropical agroecosystems";NA;NA;"Oui";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02398793";"Closed loop supply chain network for local and distributed plastic recycling for 3D printing: a MILP-based optimization approach";"Pavlo Santander,Fabio Cruz Sanchez,Hakim Boudaoud,Mauricio Camargo";"ART";"10.1016/j.resconrec.2019.104531";"2020";"resources, conservation and recycling";"Elsevier";NA;"Oui";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02540404";"Industrial Symbiosis and Territorial Development: The Cross-Fertilization of Proximity Dynamics and the Role of Information and Knowledge Flows";"Fedoua Kasmi";"ART";"10.1007/s13132-020-00631-7";"2020";"journal of the knowledge economy";"Springer";NA;"Oui";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02878132";"Collaborative spaces promoting creativity and innovation";"Sophie Boutillier,Ignasi Capdevila,Laurent Dupont,Laure Morel";"ART";"10.3917/jie.031.0001";"2020";"journal of innovation economics & management";"De Boeck Supérieur";NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02446557";"Espaces et nouvelles formes d’organisation du travail créatif";"Sophie Boutillier,Ignasi Capdevila,Laurent Dupont,Laure Morel";"ART";"10.3917/inno.061.0005";"2020";"innovations - revue d’économie et de management de l'innovation";"De Boeck Supérieur";NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03119204";"Towards smart and suitable management of roadsides: System dynamics in the era of industry 4.0";"Sandra Baustista Rodriguez,Brunelle Marche,Fatima Ezzahra Hamdani,Mauricio Camargo,Frédérique Mayer,Davy Monticolo,Christophe Bachmann";"ART";"10.1016/j.susoc.2020.12.001";"2020";"sustainable operations and computers";"Elsevier";NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03134714";"Characterization of Best Practices for Customer/Supplier Collaboration in Co-innovation Projects";"Carlos Abraham Moya,Vincent Boly,Laure Morel,Daniel Galvez,Mauricio Camargo";"ART";"10.4067/S0718-27242020000400005";"2020";"journal of technology management and innovation";"Universidad Alberto Hurtado";NA;"Oui";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02446563";"Sustainable risk management strategy selection using a fuzzy multi-criteria decision approach";"Abla Mimi Edjossan-Sossou,Daniel Galvez,Olivier Deck,Marwan Al Heib,Thierry Verdel,Laurent Dupont,Olivier Chery,Mauricio Camargo,Laure Morel";"ART";"10.1016/j.ijdrr.2020.101474";"2020";"international journal of disaster risk reduction";"Elsevier";NA;"Oui";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02845177";"Towards an improved acceptability assessment model of innovative solutions in the design phase";"Linda Acosta Salgado,Auguste Rakotondranaivo,Eric Bonjour";"ART";"10.1504/IJBIS.2020.10029802";"2020";"international journal of business information systems";"Inderscience";NA;"Oui";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03085821";"Innovation et agilité - identification de stratégies de déploiement pour le développement des PME";"Laurent Muller,Carlos Moya,Mauricio Carmago,Stéphane Gouttes";"ART";"10.3917/proj.026.0037";"2020";"projectics / proyéctica / projectique";"De Boeck Supérieur";NA;"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02453808";"Shaping a Public Innovation Laboratory in Bogota: Learning through Time\, Space and Stakeholders";"Ferney Osorio,Laurent Dupont,Mauricio Camargo,Carlos Sandoval,José Ismael Peña";"ART";"10.3917/jie.pr1.0066";"2020";"journal of innovation economics & management";"De Boeck Supérieur";NA;"Non";NA;NA;NA
"https://hal-agroparistech.archives-ouvertes.fr/hal-02978675";"Perspectives d'émergence d'une filière forêt-chimie des extractibles Points de vue des acteurs du Nord-Est de la France et du Sud-Ouest de l'Allemagne,Perspektiven zur Entstehung einer neuen Wertschöpfungskette Wald – Chemie der Holzinhalts-stoffe. Standpunkte der Akteure in Nordost-Frankreich und Südwest-Deutschland,Prospects for the Emergence of a Forests/Extractive Chemicals industry. Points of View of Players in North-eastern France and South-West Germany";"Frédéric Bonin,Maxence Arnould,Pierre Duval,Aristide Robic,Marie-Loréa Tapie-Petit,Mehdi El Hrizi,Theresia Euler,Florian Fernandez-Beltran,Martin Gavant,Florian Lemaire,Sadath Oukpedjo,Solenn Pillet,Thomas Serre,Marieke Blondet,Francis Colin,Philippe Durand,Yves Ehrhart,Christine Gérardin,Philippe Gerardin,Bernard Kientz,Jonathan Lenglet,Thomas Fillbrandt,Heiko Winter,Holger WernsdÖrfer";"ART";NA;"2020";"revue forestière française";"AgroParisTech";NA;"Non";NA;NA;NA
"https://hal.univ-lorraine.fr/hal-03114693";"Reconfiguraciones críticas : Implicaciones de ser usuario o recurso en prácticas de diseño centrado en el usuario,Critical reconfigurations: Implications of being a user or resource in user-centered design practices";"Alejandro Salas,Giovanny Arbelaez Garces";"COMM";NA;"2020";NA;NA;"3er Coloquio Nacional de Estudios Sociales de las Ciencias y la Tecnologías: Frente a los retos de la democracia en el siglo XXI";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02984932";"Safety assessment of scenarios for the simulation-based validation process of AV with regards to its functional insufficiencies";"Tchoya Florence Koné,Eric Bonjour,Eric Levrat,Frédérique Mayer,Stéphane Géronimi";"COMM";NA;"2020";NA;NA;"30th European Safety and Reliability Conference and 15th Probabilitic Safety Assessment and Management Conference, ESREL 2020 PSAM 15";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-03198921";"Gestion informatisée des lits : état des lieux et analyse a priori des impacts multicritères";"Auguste Rakotondranaivo,Sophie Pottier";"COMM";NA;"2020";NA;NA;"10ème conférence Francophone en Gestion et Ingénierie des Systèmes Hospitaliers, GISEH2020";"Non";NA;NA;NA
"https://hal.archives-ouvertes.fr/hal-02942122";"Design Thinking to Enhance Requirements Analysis in Systems Engineering";"J. Batista,A. Hassan,E. Bonjour";"COMM";"10.1017/dsd.2020.257";"2020";NA;NA;"DESIGN 2020";"Non";NA;NA;NA
